arquivo             , classe     , intensidade_media , desvio_padrao     , entropia          , contraste          , homogeneidade
cafe_10_4T.png      , cafe_padrao, 43.299194958847735, 28.25045585997424 , 6.342908884088894 ,  569.1879289215688 , 0.1859205194199053
cafe_11_4T.png      , cafe_padrao, 47.30831340020576 , 30.252743856997323, 6.5255817976818635,  561.9829044117647 , 0.18522058619245785
cafe_12_4T.png      , cafe_padrao, 47.55757908950617 , 29.786062042579896, 6.470703489514023 ,  586.5008578431374 , 0.19301044713772922
cafe_13_4T.png      , cafe_padrao, 40.72166087962963 , 29.241181243199662, 6.256143762011195 ,  571.5374540441178 , 0.19568616470102565
cafe_14_4T.png      , cafe_padrao, 41.73187757201646 , 24.85991895596921 , 6.167858538241947 ,  455.70435049019613, 0.2043032738347194
cafe_1_4T.png       , cafe_padrao, 48.06667181069959 , 30.14742820370656 , 6.4587303292493585,  608.0365349264708 , 0.19115071311881424
cafe_2_4T.png       , cafe_padrao, 46.58728330761317 , 30.194633120449282, 6.396790339984275 ,  522.4519454656864 , 0.18680537167186922
cafe_3_4T.png       , cafe_padrao, 48.75463798868313 , 33.300534655041076, 6.520658896343735 ,  798.1430147058825 , 0.17785412249379948
cafe_4_4T.png       , cafe_padrao, 46.13995563271605 , 28.55087794496122 , 6.366632845043486 ,  642.6634650735294 , 0.18391222699108611
cafe_5_4T.png       , cafe_padrao, 40.644118441358025, 24.703639451476032, 6.231065631745582 ,  428.967830882353  , 0.20904707235898748
cafe_6_4T.png       , cafe_padrao, 36.01003407921811 , 18.63587132004773 , 5.87654962327079  ,  250.36357230392156, 0.2230766242183326
cafe_7_4T.png       , cafe_padrao, 41.5803800154321  , 22.565459818278043, 6.283723719608089 ,  245.06887254901963, 0.22329795604303304
cafe_8_4T.png       , cafe_padrao, 40.613209233539095, 21.260858791210943, 6.127177899627717 ,  256.2824754901961 , 0.22937653738665084
cafe_9_4T.png       , cafe_padrao, 39.35483603395062 , 24.67853271176543 , 6.142384315393046 ,  497.1295036764707 , 0.1898831018228317
cafe_Luisa_10_4T.png, cafe_Luisa , 77.81932034465021 , 45.992609522736466, 7.041127071486815 , 1297.5342830882355 , 0.124229445252357
cafe_Luisa_11_4T.png, cafe_Luisa , 70.17389146090535 , 44.058248142117705, 6.945822147210745 , 1121.0540441176472 , 0.13912185677845976
cafe_Luisa_12_4T.png, cafe_Luisa , 62.1842991255144  , 38.51135364343377 , 6.829314007609497 ,  939.6816636029414 , 0.1502069301028448
cafe_Luisa_13_4T.png, cafe_Luisa , 61.97088091563786 , 34.31113104446018 , 6.792825290886953 ,  703.8286151960783 , 0.1510597338918717
cafe_Luisa_14_4T.png, cafe_Luisa , 55.18279320987654 , 29.70323850251829 , 6.46205724652677  ,  674.1351102941177 , 0.1660832878755387
